status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angries,num_thankfuls,stress_score,topic
6250307292_10156884255652293,"b'For six hours, police shouted over a bullhorn in a desperate attempt to contact him. Eventually, the SWAT team entered the house.\n\nBut it was futile.'",b'A decorated Cleveland police officer-turned-fugitive takes his life after six-hour standoff',link,https://www.washingtonpost.com/news/morning-mix/wp/2017/10/25/a-decorated-ohio-police-officer-turned-fugitive-takes-his-life-after-six-hour-standoff/?tid=sm_fb&utm_term=.b9b771edfe0d,10/25/17 9:30,296,57,44,170,2,52,9,57,6,0,-0.206349206,news
6250307292_10156883965357293,"b'""He simultaneously denounced the president, revealed the moral cowardice of his party and summoned fellow citizens to stand up for their democracy,"" Jennifer Rubin writes in Opinion.'",b'Opinion | Flake showed what utter cowards his fellow Republicans are',link,https://www.washingtonpost.com/blogs/right-turn/wp/2017/10/25/flake-showed-what-utter-cowards-his-fellow-republicans-are/?tid=sm_fb&utm_term=.ee8a1fb8d781,10/25/17 9:15,4630,335,530,4140,354,63,25,27,21,0,0.337755102,blogs
6250307292_10156883758707293,"b""Here's a possible solution.""","b""Analysis | The solution to America's child care problem comes from an unexpected place""",link,https://www.washingtonpost.com/news/made-by-history/wp/2017/10/25/the-solution-to-americas-child-care-problem-comes-from-an-unexpected-place/?tid=sm_fb&utm_term=.7399ef7edc71,10/25/17 9:00,105,50,12,60,0,2,25,0,18,0,0.077777778,news
6250307292_10156883908822293,"b""Here are some lines in Flake's remarkable speech that stuck out as a double-edged jab at Trump and his supporters, particularly the GOP leadership.""","b""Analysis | Jeff Flake's retirement speech reads like an indictment of Trump supporters \xe2\x80\x94 and GOP leadership""",link,https://www.washingtonpost.com/news/the-fix/wp/2017/10/25/jeff-flakes-retirement-speech-reads-like-an-indictment-of-trump-supporters-and-gop-leadership/?tid=sm_fb&utm_term=.cbd63b139ba4,10/25/17 8:45,667,68,50,576,60,15,13,0,3,0,0.384615385,news
6250307292_10156883684452293,"b""Here's what Lee Harvey Oswald was like the day before he changed history.""","b""JFK's assassin: Lee Harvey Oswald's eerie calm the day before he pulled the trigger""",link,https://www.washingtonpost.com/news/retropolis/wp/2017/10/25/jfks-assassin-lee-harvey-oswalds-eerie-calm-the-day-before-he-pulled-the-trigger/?tid=sm_fb&utm_term=.31bbc70c2070,10/25/17 8:30,101,26,25,84,0,10,2,0,5,0,-0.088235294,news
6250307292_10156883610362293,b'Advice for the president from a pastor.',"b""Perspective | Dear Mr. President: Don't make military deaths about you""",link,https://www.washingtonpost.com/news/acts-of-faith/wp/2017/10/25/dear-mr-president-dont-make-military-deaths-about-you/?tid=sm_fb&utm_term=.c6e081c07e77,10/25/17 8:00,1591,131,134,1301,91,14,3,175,7,0,-0.151724138,news
6250307292_10156883581887293,"b'Now Sen. Jeff Flake can listen to his conscience, not his consultants.'",b'Analysis | Flake and Corker feel liberated to speak their minds. That should terrify Trump.',link,https://www.washingtonpost.com/news/powerpost/paloma/daily-202/2017/10/25/daily-202-flake-and-corker-feel-liberated-to-speak-their-minds-that-should-terrify-trump/59efd11030fb045cba000a28/?tid=sm_fb&utm_term=.9c9b1014bba5,10/25/17 7:30,1910,204,95,1675,156,15,58,1,5,0,0.442553191,news
6250307292_10156883526557293,b'Not so fast.',"b""Analysis | Jeff Flake thinks Trumpism is a 'fever' that will break. Don't be so sure.""",link,https://www.washingtonpost.com/news/the-fix/wp/2017/10/25/jeff-flake-thinks-trumpism-is-a-fever-that-will-break-dont-be-so-sure/?tid=sm_fb&utm_term=.883bb303f0f6,10/25/17 7:00,332,167,25,178,1,12,11,71,59,0,-0.383116883,news
6250307292_10156883426587293,b'Colin Kaepernick has landed a book deal.',b'Colin Kaepernick reportedly gets $1 million book deal',link,https://www.washingtonpost.com/news/early-lead/wp/2017/10/24/colin-kaepernick-reportedly-gets-1-million-book-deal/?tid=sm_fb&utm_term=.a868c1cce9a9,10/25/17 6:30,3101,250,94,2593,408,19,69,1,11,0,0.457677165,news
6250307292_10156883389192293,b'Here are three key points.',"b""Analysis | The Clinton camp and the DNC helped pay for that Trump-Russia dossier: Here's what it means.""",link,https://www.washingtonpost.com/news/the-fix/wp/2017/10/25/the-clinton-camp-and-the-dnc-helped-pay-for-that-trump-russia-dossier-heres-what-it-means/?tid=sm_fb&utm_term=.9f2170a0895b,10/25/17 6:15,735,450,169,529,17,70,86,12,21,0,0.169902913,news
6250307292_10156883384647293,"b'""Adultery by a woman is a very serious attack on a man\'s honor and dignity,"" two judges said in a ruling.'","b""No jail for Portuguese man who beat ex-wife \xe2\x80\x94 because her adultery assaulted his 'honor'""",link,https://www.washingtonpost.com/news/morning-mix/wp/2017/10/25/no-jail-for-portuguese-man-who-beat-ex-wife-because-her-adultery-assaulted-his-honor/?tid=sm_fb&utm_term=.5a6306380d58,10/25/17 6:00,2811,197,372,198,2,384,11,75,2141,0,-0.421546116,news
6250307292_10156880090217293,"b""Chefs who grew up in two cultures say authenticity has nothing to do with it. It's about what they want to cook \xe2\x80\x94 and eat.""","b""The future of American food is here, and it's chicken tikka poutine and meatball dumplings""",link,https://www.washingtonpost.com/lifestyle/food/the-future-of-american-food-is-here-and-its-chicken-tikka-poutine-and-meatball-dumplings/2017/10/23/48494836-b4d4-11e7-9e58-e6288544af98_story.html?tid=sm_fb&utm_term=.6026e5351e1e,10/25/17 5:30,167,11,33,156,9,2,0,0,0,0,0.409090909,lifestyle
6250307292_10156881006682293,b'The Seminole Heights community is grappling with a difficult question: How do you protect yourself from a killer you know nothing about?',"b""'We don't open the door': How fear of a serial killer paralyzed this Florida community""",link,https://www.washingtonpost.com/news/true-crime/wp/2017/10/24/we-dont-open-the-door-how-fear-of-a-serial-killer-paralyzed-this-florida-community/?utm_term=.d9fc5c813661&tid=sm_fb,10/25/17 4:00,177,18,22,84,2,27,1,58,5,0,-0.322580645,news
6250307292_10156882368022293,"b'The story began small, with a complaint.'","b""How a Halloween display with Trump's name on it made this elementary school a target of conservative ire""",link,https://www.washingtonpost.com/news/education/wp/2017/10/25/how-a-halloween-display-with-donald-trumps-name-on-it-made-this-elementary-school-a-target-of-conservative-ire/?utm_term=.a069086de8b7,10/25/17 3:45,201,109,25,95,2,10,80,3,11,0,0.320754717,news
6250307292_10156882340692293,"b'""Everybody is very sad. He was very young and always smiling.""'",b'A man who helped repair homes after Hurricane Harvey just died of flesh-eating bacteria',link,https://www.washingtonpost.com/news/to-your-health/wp/2017/10/25/a-man-who-helped-repair-homes-after-hurricane-harvey-just-died-of-flesh-eating-bacteria/?utm_term=.30a1c5c54766,10/25/17 3:30,4864,44,425,400,10,507,2,3891,54,0,-0.440524194,news
6250307292_10156882694392293,b'Xi consolidates power in Beijing',"b'China unveils new leadership, with no obvious successor to Xi Jinping'",link,https://www.washingtonpost.com/world/chinas-communist-party-unveils-new-leadership-with-no-obvious-successor-to-xi-jinping/2017/10/25/efe67876-b8fc-11e7-9b93-b97043e57a22_story.html?tid=sm_fb,10/25/17 2:01,91,18,22,53,4,19,3,2,10,0,-0.065789474,world
6250307292_10156881021892293,"b'""Democrats should not destroy Obamacare in order to save it, and they won\'t.""'",b'Opinion | The latest terrible GOP plan to ruin Obamacare',link,https://www.washingtonpost.com/blogs/post-partisan/wp/2017/10/24/the-latest-terrible-gop-plan-to-ruin-obamacare/?hpid=hp_no-name_opinion-card-e%3Ahomepage%2Fstory&tid=sm_fb&utm_term=.99dee16c688f,10/25/17 2:00,361,55,29,116,1,10,2,36,196,0,-0.467346939,blogs
6250307292_10156882435352293,b'The queen of conservative talk radio expands her empire.',"b""Laura Ingraham was 'Trump before Trump.' But is she made for TV?""",link,https://www.washingtonpost.com/lifestyle/style/laura-ingraham-was-trump-before-trump-but-is-she-made-for-tv/2017/10/24/d1481916-b50e-11e7-9e58-e6288544af98_story.html?tid=sm_fb,10/25/17 0:34,225,154,12,79,10,2,19,7,108,0,-0.294520548,lifestyle
6250307292_10156881009887293,"b'Opposition leader Raila Odinga has told his followers to prepare for ""the mother of all protests"" on election day.'","b""Kenya's presidential vote could send the country into a political crisis""",link,https://www.washingtonpost.com/world/africa/kenyas-presidential-vote-could-send-the-country-into-a-political-crisis/2017/10/24/d997e452-b83d-11e7-9b93-b97043e57a22_story.html?utm_term=.fcd2e0c4aa14&tid=sm_fb,10/25/17 0:30,49,9,12,23,0,2,0,19,5,0,-0.461538462,world
6250307292_10156880135572293,"b'""They should not fear to speak the name of the man \xe2\x80\x94 Donald Trump \xe2\x80\x94 who has visited [the Politics of Mean] upon us.""'","b""Opinion | McCain, Bush, Obama: Stop dancing around Donald Trump's name""",link,https://www.washingtonpost.com/opinions/mccain-bush-obama-stop-dancing-around-donald-trumps-name/2017/10/24/8139db94-b838-11e7-9e58-e6288544af98_story.html?tid=sm_fb&utm_term=.413d6823dd52,10/24/17 23:00,1445,156,153,1312,80,16,8,3,26,0,0.221804511,opinions
6250307292_10156880996557293,b'The poster is the latest in a barrage of propaganda threatening to attack the tournament slated to take place in Russia next summer.',b'Pro-ISIS poster threatening World Cup terrorist attack depicts Lionel Messi crying blood',link,https://www.washingtonpost.com/news/early-lead/wp/2017/10/24/pro-isis-poster-threatening-world-cup-terrorist-attack-depicts-lionel-messi-crying-blood/?tid=sm_fb&utm_term=.c18768efb6ad,10/24/17 22:00,115,19,12,45,1,23,3,9,34,0,-0.278571429,news
6250307292_10156881810582293,"b'If you are lucky, the notes themselves will someday be worth more than some spare change, Einstein said, according to the seller of the letters.'",b'Einstein scribbled his theory of happiness in place of a tip. It just sold for more than $1 million.',link,https://www.washingtonpost.com/news/worldviews/wp/2017/10/24/einstein-scribbled-his-theory-of-happiness-in-place-of-a-tip-it-just-sold-for-more-than-1-million/?utm_term=.fb07c6c1b8f4,10/24/17 21:45,1216,30,229,1005,77,127,5,1,1,0,0.18957346,news
6250307292_10156880993062293,"b'He was into hip-hop, then rap-rock, then Southern rock revivalism. His political positions shift the same way.'",b'Opinion | Kid Rock just embarrassed a lot of Republicans',link,https://www.washingtonpost.com/blogs/post-partisan/wp/2017/10/24/republicans-should-be-embarrassed-they-took-kid-rocks-senate-bid-seriously/?tid=sm_fb&utm_term=.659b9bebdd65,10/24/17 21:30,1591,156,68,642,7,34,887,9,12,0,0.45995785,blogs
6250307292_10156880196737293,"b'""All women deserve better \xe2\x80\x94 especially those who choose to serve in the defense of our nation.""'","b""Opinion | John Kelly said 'women were sacred.' That attitude perpetuates the military's culture of misogyny.""",link,https://www.washingtonpost.com/news/checkpoint/wp/2017/10/24/john-kelly-said-women-were-sacred-that-attitude-perpetuates-the-militarys-culture-of-misogyny/?tid=sm_fb&utm_term=.e520ea04d9c0,10/24/17 21:00,992,156,97,652,10,18,25,49,238,0,-0.370588235,news
6250307292_10156881493037293,"b""Sen. Jeff Flake's 18-minute speech today was perhaps the most sweeping indictment of Trump delivered by a Republican to date.""","b""'Dangerous,' 'utterly untruthful': Two retiring GOP senators sound alarm on Trump""",link,https://www.washingtonpost.com/powerpost/dangerous-utterly-untruthful-two-retiring-senators-sound-alarm-on-trump/2017/10/24/35403472-b8f1-11e7-a908-a3470754bbb9_story.html?tid=sm_fb&utm_term=.6563054e69c6,10/24/17 20:45,9931,482,982,8554,1046,236,42,39,14,0,0.375816993,powerpost
6250307292_10156880808277293,"b'As Trump prepares to declare the opioid epidemic a national crisis, law enforcement fights a complex black market for the powerful synthetic narcotic.'","b'Wave of addiction linked to fentanyl worsens as drugs, distribution, evolve'",link,https://www.washingtonpost.com/national/wave-of-addiction-linked-to-fentanyl-worsens-as-drugs-distribution-evolve/2017/10/24/5bedbcf0-9c97-11e7-8ea1-ed975285475e_story.html?tid=sm_fb&utm_term=.fefbcb3bc2f6,10/24/17 20:30,205,40,48,100,1,8,4,66,26,0,-0.414285714,national
6250307292_10156881485107293,"b'Sen. Jeff Flake writes for the Post: ""The outcome of this is in our hands. We can no longer remain silent, merely observing this train wreck, passively, as if waiting for someone else to do something.""'",b'Opinion | Enough. It is time to stand up to Trump.',link,https://www.washingtonpost.com/opinions/enough--it-is-time-to-stand-up-to-trump/2017/10/24/12488ee4-b908-11e7-a908-a3470754bbb9_story.html?tid=sm_fb&utm_term=.093516e2e221,10/24/17 20:15,13667,420,3529,11898,1506,166,56,23,18,0,0.429903901,opinions
6250307292_10156880606187293,"b""And the stock that's held by Americans is mostly held by rich Americans.""",b'Analysis | The asterisk that accompanies the gains in the stock market: A third of the shares are owned by foreigners',link,https://www.washingtonpost.com/news/politics/wp/2017/10/24/the-asterisk-that-accompanies-the-gains-in-the-stock-market-a-third-of-the-shares-are-owned-by-foreigners/?tid=sm_fb&utm_term=.1f0f5e578a96,10/24/17 20:00,698,65,187,365,3,117,33,29,151,0,-0.216216216,news
6250307292_10156880601422293,"b'Since Price left Amazon Studios amid sexual harassment allegations, the women behind ""Good Girls Revolt"" have been revisiting the reasons it was nixed.'","b""Roy Price canceled 'Good Girls Revolt.' For the show's stars, it's 'horribly meta.'""",link,https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/10/24/roy-price-canceled-good-girls-revolt-for-the-shows-stars-its-horribly-meta/?tid=sm_fb&utm_term=.922564d60d48,10/24/17 19:30,868,138,139,591,17,61,1,156,42,0,-0.324909747,news
6250307292_10156880631157293,b'The investigations revive allegations that Republicans used to campaign against Clinton during the 2016 election.',"b'House GOP launches probes into Obama-era uranium deal, Clinton email inquiry'",link,https://www.washingtonpost.com/powerpost/house-leaders-launch-new-probe-into-obama-era-uranium-deal/2017/10/24/2d7e0c5c-b8d6-11e7-be94-fabb0f1e9ffb_story.html?tid=sm_fb&utm_term=.f9b7347e3b1f,10/24/17 19:00,1465,797,136,257,22,52,346,45,743,0,-0.17384106,powerpost
6250307292_10156881221452293,"b'Doctors were baffled when a 21-year-old woman was admitted into an Italian hospital for ""sweating blood"" from her face and her hands.'",b'The rare case of a woman who stunned doctors in Italy by sweating blood from her face',link,https://www.washingtonpost.com/news/to-your-health/wp/2017/10/24/the-rare-case-of-a-woman-who-stunned-doctors-in-italy-by-sweating-blood-from-her-face/?hpid=hp_no-name_hp-in-the-news%3Apage%2Fin-the-news,10/24/17 18:49,176,9,30,70,0,95,1,10,0,0,-0.04245283,news
6250307292_10156880556282293,"b""White House press secretary Sarah Huckabee Sanders didn't bother to defend the president's conduct. All she said was that President Trump won Tennessee and Arizona last fall.""","b""Analysis | In Trump's White House, there is no right or wrong. There is only winning or losing.""",link,https://www.washingtonpost.com/news/the-fix/wp/2017/10/24/in-trumps-white-house-there-is-no-right-or-wrong-there-is-only-winning-or-losing/?tid=sm_fb&utm_term=.4ade21465eb1,10/24/17 18:30,1546,309,193,308,3,73,95,202,865,0,-0.391357027,news
6250307292_10156880434502293,"b""The facts of Richardson's behavior have not changed over the last few years. Only the context.""","b""Perspective | The utter meaninglessness of the fashion industry's shunning of Terry Richardson""",link,https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/10/24/the-utter-meaninglessness-of-the-fashion-industrys-shunning-of-terry-richardson/?tid=sm_fb&utm_term=.4d9ce42da410,10/24/17 18:00,139,15,9,120,1,2,0,1,15,0,-0.394736842,news
6250307292_10156880979747293,"b""Fusion GPS was hired by a Democratic lawyer acting on behalf of campaign and committee.\nPrior to that agreement, Fusion GPS's research into Trump was funded by a still-unknown Republican client during the GOP primary.""","b'Exclusive: Clinton campaign, DNC paid for research that led to Russia dossier'",link,https://www.washingtonpost.com/world/national-security/clinton-campaign-dnc-paid-for-research-that-led-to-russia-dossier/2017/10/24/226fabf0-b8e4-11e7-a908-a3470754bbb9_story.html?utm_term=.6fe5a89c8b31&tid=sm_fb,10/24/17 17:51,1573,415,775,1136,36,213,146,9,33,0,0.160183066,world
6250307292_10156880387602293,"b'""I believe in the fact that this was an idiot doing a stupid thing than a small business doing something wrong,"" said a city councilman who was with Maxwell.'","b""'It's BS': MLB player who knelt during national anthem denied service at Alabama restaurant""",link,https://www.washingtonpost.com/news/early-lead/wp/2017/10/24/its-bs-mlb-player-who-knelt-during-national-anthem-denied-service-at-alabama-restaurant/?tid=sm_fb&utm_term=.0c04258a39b8,10/24/17 17:30,1928,266,99,502,20,232,31,88,1055,0,-0.382889201,news
6250307292_10156880207892293,"b'""White anger is the dark matter of the La David Johnson story.""'",b'Perspective | What makes President Trump casually dismiss black pain? White rage.',link,https://www.washingtonpost.com/news/posteverything/wp/2017/10/24/what-makes-president-trump-casually-dismiss-black-pain-white-rage/?tid=sm_fb&utm_term=.c13513af9a9a,10/24/17 17:00,2085,160,256,1013,8,14,9,627,414,0,-0.47761194,news
6250307292_10156880399987293,"b""His explanation seemed brutally honest: He couldn't win.""",b'Analysis | Jeff Flake waves a white flag in the face of Trumpism',link,https://www.washingtonpost.com/news/the-fix/wp/2017/10/24/jeff-flake-waves-a-white-flag-in-the-face-of-trumpism/?tid=sm_fb&utm_term=.5f87bbbc94e0,10/24/17 16:30,634,122,37,395,14,43,15,154,13,0,-0.288702929,news
6250307292_10156880535477293,b'The plan to offer nearly 77 million acres in the Gulf of Mexico for oil and gas leases is the largest in U.S. history.',b'Trump to auction off a vast swath of the Gulf of Mexico to oil companies',link,https://www.washingtonpost.com/news/energy-environment/wp/2017/10/24/trump-to-auction-off-a-vast-swath-of-the-gulf-of-mexico-to-oil-companies/?tid=sm_fb&utm_term=.31e7aa459ee3,10/24/17 16:15,3967,287,1805,284,9,178,15,404,3077,0,-0.46931849,news
6250307292_10156880154342293,"b'""We reside in a world where if Kid Rock had said he was actually running for Senate in Michigan, and not just pulling a publicity stunt, nobody would have thought twice about it.""'","b'Opinion | God bless Not-Sen. Kid Rock, a true statesman'",link,https://www.washingtonpost.com/blogs/compost/wp/2017/10/24/god-bless-not-sen-kid-rock-a-true-statesman/?tid=sm_Fb&utm_term=.2085b3bd5716,10/24/17 16:00,241,63,15,135,6,3,57,36,4,0,0.108490566,blogs
6250307292_10156880458802293,b'President Trump and Senate Majority Leader Mitch McConnell (R-Ky.) continued walking without breaking stride or commenting on the flags.',b'Protester arrested after small Russian flags thrown at Trump',link,https://www.washingtonpost.com/local/public-safety/protester-arrested-after-small-russian-flags-thrown-at-trump/2017/10/24/44effeea-b8f4-11e7-9e58-e6288544af98_story.html?tid=sm_fb&utm_term=.c64b627932d5,10/24/17 15:45,1541,465,119,907,198,36,357,12,31,0,0.403785489,local
6250307292_10156880377792293,"b'On his way out, the Arizona GOP senator just slammed Trump the president, Trump the philosophy and Trump the person.'","b""Analysis | 'I will not be complicit.' Jeff Flake's retirement speech, annotated""",link,https://www.washingtonpost.com/news/the-fix/wp/2017/10/24/i-will-not-be-complicit-jeff-flakes-retirement-speech-annotated/?tid=sm_fb&utm_term=.917745ff4e89,10/24/17 15:30,10695,587,1238,8879,1455,250,61,32,18,0,0.403634361,news
6250307292_10156880212012293,"b""Some people noted that the first lady's RNC speech turned out to have been partly lifted from a Michelle Obama speech.""","b""Melania Trump tells students not to 'copy somebody' and the Internet isn't having it""",link,https://www.washingtonpost.com/news/reliable-source/wp/2017/10/24/melania-trump-tells-students-not-to-copy-somebody-and-the-internet-isnt-having-it/?tid=sm_fb&utm_term=.b703fa803e01,10/24/17 15:00,4663,420,356,937,15,262,3310,41,98,0,0.427536232,news
6250307292_10156880106842293,"b""Experts say critics don't understand how emergency food works.""","b""Analysis | Why FEMA sent 'junk food' to Puerto Rican hurricane survivors""",link,https://www.washingtonpost.com/news/wonk/wp/2017/10/24/why-fema-sent-junk-food-to-puerto-rican-hurricane-survivors/?tid=sm_fb&utm_term=.3192d6af659e,10/24/17 14:30,525,46,116,175,4,32,4,79,231,0,-0.431428571,news
6250307292_10156880044247293,"b'President Trump ""debases our country"" and should be not viewed as a role model for children, the retiring Republican said.'","b""'Utterly untruthful': Corker unbound as he attacks Trump over fitness, competence""",link,https://www.washingtonpost.com/politics/utterly-untruthful-corker-unbound-as-he-attacks-trump-over-fitness-competence/2017/10/24/80d6b0e6-b8ce-11e7-99c6-46bdf7f6f8ba_story.html?tid=sm_fb&utm_term=.9380fbc9c782,10/24/17 14:30,3630,161,362,3121,376,81,34,10,8,0,0.385068762,politics
6250307292_10156880215307293,"b'Flake told The Arizona Republic newspaper that ""there may not be a place for a Republican like me in the current Republican climate or the current Republican Party.""'","b'Sen. Jeff Flake will retire, citing direction of GOP under Trump'",link,https://www.washingtonpost.com/powerpost/sen-jeff-flake-will-retire-citing-direction-of-gop-under-trump/2017/10/24/f33acdfc-b8ec-11e7-9e58-e6288544af98_story.html?tid=sm_fb&utm_term=.6add3f377b07,10/24/17 14:13,3524,468,455,2492,104,361,56,496,15,0,-0.17005814,powerpost
6250307292_10156879793182293,"b'""I feel like certainly the question always comes from place of accusation instead of actually asking, looking for information,"" Sanders said of the media.'","b""Opinion | 'I've never been attacked more': Sanders cites 'real facts' to show media 'hostility' toward Trump""",link,https://www.washingtonpost.com/blogs/erik-wemple/wp/2017/10/24/ive-never-been-attacked-more-sanders-cites-real-facts-to-show-media-hostility-toward-trump/?tid=sm_fb&utm_term=.cd924bd848ed,10/24/17 14:00,2996,1512,197,432,9,81,1992,54,428,0,0.296216849,blogs
6250307292_10156879927332293,"b'Zelda Perkins said an ""egregious"" nondisclosure agreement forced her to stay silent about Weinstein for nearly 20 years.'","b""Why one of Harvey Weinstein's former assistants just broke her confidentiality agreement""",link,https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/10/24/why-one-of-harvey-weinsteins-former-assistants-just-broke-her-confidentiality-agreement/?tid=sm_fb&utm_term=.0e02197fd3fb,10/24/17 13:30,408,27,33,285,5,44,3,42,29,0,-0.256097561,news
6250307292_10156879741152293,"b""President Trump is still challenging a military widow's version of events. Here's how cartoonists reacted.""","b""Perspective | How cartoons are skewering Trump over his treatment of a soldier's widow""",link,https://www.washingtonpost.com/news/comic-riffs/wp/2017/10/24/how-cartoons-are-skewering-trump-over-his-treatment-of-a-soldiers-widow/?tid=sm_fb&utm_term=.7ce66cc5635e,10/24/17 13:00,8826,324,1660,4699,38,232,99,2093,1665,0,-0.43869639,news
6250307292_10156879867347293,b'Sen. Corker is basically arguing that Trump is derelict in his duties as president.',"b""Analysis | Bob Corker sounds like he's building a case for removing Trump from office""",link,https://www.washingtonpost.com/news/the-fix/wp/2017/10/24/bob-corker-sounds-like-hes-building-a-case-for-removing-trump-from-office/?tid=sm_fb,10/24/17 12:45,11385,566,1172,10055,1100,75,130,10,15,0,0.453007519,news
6250307292_10156879785692293,"b'Long before there was ""fake news,"" there was the assassination of President John F. Kennedy and the scores of conspiracy theories it ignited.'","b""JFK assassination conspiracy theories: The grassy knoll, Umbrella Man, LBJ and Ted Cruz's dad""",link,https://www.washingtonpost.com/news/retropolis/wp/2017/10/24/jfk-assassination-conspiracy-theories-the-grassy-knoll-umbrella-man-lbj-and-ted-cruzs-dad/?tid=sm_fb&utm_term=.8a6b6d6904a7,10/24/17 12:30,97,52,19,75,0,6,0,16,0,0,-0.363636364,news
6250307292_10156879686922293,"b""Wesley Mathews originally claimed he sent his daughter alone into an alley as punishment and she'd disappeared. \n\nNow, he's changed his story.""","b'Father of missing 3-year-old now says he watched her choke on milk and die, affidavit states'",link,https://www.washingtonpost.com/news/post-nation/wp/2017/10/24/father-of-missing-3-year-old-now-says-he-watched-her-choke-on-milk-and-die-affidavit-states/?tid=sm_fb&utm_term=.6842c3b86189,10/24/17 12:00,2215,244,111,151,1,41,1,589,1432,0,-0.489098837,news
6250307292_10156879466692293,"b'""Corker\'s candor should send the GOP a message,"" writes Jennifer Rubin in Opinion.'",b'Opinion | Corker shows how Republicans can dump Trump',link,https://www.washingtonpost.com/blogs/right-turn/wp/2017/10/24/corker-shows-how-republicans-can-dump-trump/?tid=sm_fb&utm_term=.3642088a29a4,10/24/17 11:30,2355,117,143,2109,199,14,27,1,5,0,0.447154472,blogs
6250307292_10156879497197293,"b""No, there won't be a Sen. Rock.""","b""Kid Rock says Senate 'campaign' was a stunt""",link,https://www.washingtonpost.com/news/powerpost/wp/2017/10/24/kid-rock-says-senate-campaign-was-a-stunt/?tid=sm_fb&utm_term=.3f2480f6626a,10/24/17 11:15,835,270,110,320,11,14,427,11,52,0,0.36407767,news
6250307292_10156879359617293,"b""Today's Republican Party is much more united on what it is against than on what it's for.""","b""Analysis | The GOP base doesn't really love Trump. In fact, it likes Pence more.""",link,https://www.washingtonpost.com/news/the-fix/wp/2017/10/24/the-gop-base-doesnt-truly-love-trump-in-fact-it-likes-pence-more/?tid=sm_fb&utm_term=.2d328cefc7c2,10/24/17 11:00,482,221,46,181,3,32,149,33,84,0,0.058139535,news
6250307292_10156879475517293,"b""Bill O'Reilly's basic approach: Denial. Defensiveness. And a bit of dirt.""","b""Bill O'Reilly comes to Bill O'Reilly's defense. And by the way, he's mad at God.""",link,https://www.washingtonpost.com/lifestyle/style/bill-oreilly-swings-back-at-his-accusers-in-sexual-harassment-cases/2017/10/24/e8700246-b82b-11e7-a908-a3470754bbb9_story.html?tid=sm_fb&utm_term=.1091951adbc0,10/24/17 10:45,609,306,29,120,0,20,191,17,261,0,-0.088957055,lifestyle
6250307292_10156878624882293,"b""Remember Sparky? He's in the flower bed.""",b'A new company composts dead pets. Gross or strangely touching?',link,https://www.washingtonpost.com/news/animalia/wp/2017/10/24/a-new-company-composts-dead-pets-gross-or-strangely-touching/?tid=sm_fb&utm_term=.0c086e4e3a06,10/24/17 10:30,98,44,18,61,10,18,3,5,1,0,0.094594595,news
6250307292_10156879163592293,b'Education Secretary Betsy DeVos is proposing another delay of an Obama-era overhaul of rules to erase the federal student debt of borrowers defrauded by colleges.',b'DeVos calls for another delay of rule to protect students from predatory colleges',link,https://www.washingtonpost.com/news/grade-point/wp/2017/10/24/devos-calls-for-another-delay-of-rule-to-protect-students-from-predatory-colleges/?tid=sm_fb&utm_term=.779a64fe9907,10/24/17 10:00,1881,223,306,160,3,54,5,75,1584,0,-0.479662987,news
6250307292_10156878927117293,"b""Stephen Bannon's style was prevalent in conservative circles long before Bannon became a household name.""",b'Perspective | The Bannon style of American politics',link,https://www.washingtonpost.com/news/made-by-history/wp/2017/10/23/the-bannon-style-of-american-politics/?tid=sm_Fb&utm_term=.7fc2e7ff1d7a,10/24/17 9:30,184,132,24,65,2,8,5,9,95,0,-0.407563025,news
6250307292_10156878639462293,"b'Trump should be careful what he wishes for, a historian at Yale University writes.'",b'Perspective | Hillary 2020? Trump better hope not.',link,https://www.washingtonpost.com/news/made-by-history/wp/2017/10/24/hillary-2020-trump-better-hope-not/?tid=sm_fb&utm_term=.dd531b484dfa,10/24/17 9:00,2273,883,223,1433,230,51,477,24,58,0,0.37202381,news
6250307292_10156878616187293,"b'President Trump \xe2\x80\x94 whom many farmers voted for specifically because of plunging income \xe2\x80\x94 may be about to make things far worse, Ted Genoways writes.'",b'Perspective | Farmers voted heavily for Trump. But his trade policies are terrible for them.',link,https://www.washingtonpost.com/news/posteverything/wp/2017/10/24/farmers-voted-heavily-for-trump-but-his-trade-policies-are-terrible-for-them/?tid=sm_fb&utm_term=.bece2f3389f5,10/24/17 8:30,2923,332,1374,1380,7,156,520,688,172,0,-0.107906675,news
6250307292_10156878738087293,"b'""I would just like for him to leave it to the professionals for a while ..."" Sen. Bob Corker said today.'","b""Analysis | Bob Corker's plea to Trump: Just stop talking""",link,https://www.washingtonpost.com/news/the-fix/wp/2017/10/24/bob-corkers-plea-to-trump-just-stop-talking/?tid=sm_fb&utm_term=.299cc0733cfa,10/24/17 8:15,5884,379,394,4453,442,45,916,8,20,0,0.464709993,news
